Journey_ID,Customer_ID,Campaign_ID,Journey_Date,Journey_Stage,Device,Pages_Visited,Session_Duration,Bounce,Converted
31108,31108,698,2024-07-28,Purchase,Laptop,13,557,Yes,No
31109,31109,800,2023-11-17,Interest,iPhone,12,126,No,Yes
31110,31110,698,2025-06-08,Consideration,Tablet,20,532,No,No
31111,31111,420,2025-06-28,Consideration,iPhone,17,501,No,Yes
31112,31112,964,2025-11-12,Retention,Android,5,624,Yes,No
31113,31113,211,2025-09-17,Interest,Desktop,13,779,No,Yes
31114,31114,425,2023-01-19,Purchase,Laptop,13,706,No,No
31115,31115,257,2023-09-30,Consideration,Desktop,3,431,No,Yes
31116,31116,448,2024-09-09,Retention,Desktop,5,298,No,No
31117,31117,899,2024-06-22,Consideration,Desktop,19,666,No,Yes
31118,31118,857,2025-05-11,Interest,iPhone,8,67,No,No
31119,31119,989,2023-01-02,Interest,Desktop,15,533,Yes,Yes
31120,31120,740,2024-12-13,Interest,Android,18,774,No,Yes
31121,31121,646,2024-07-23,Awareness,Tablet,18,202,No,Yes
31122,31122,326,2025-07-27,Awareness,iPhone,15,432,No,No
31123,31123,48,2025-03-07,Interest,Desktop,7,62,Yes,Yes
31124,31124,963,2025-02-04,Purchase,iPhone,5,98,No,No
31125,31125,576,2023-01-27,Retention,Android,10,694,Yes,Yes
31126,31126,383,2024-09-23,Interest,Laptop,8,801,No,No
31127,31127,77,2025-03-25,Retention,Laptop,13,200,No,No
31128,31128,969,2025-02-19,Consideration,Android,8,690,Yes,Yes
31129,31129,210,2024-02-20,Purchase,iPhone,13,469,No,No
31130,31130,10,2025-03-07,Purchase,Laptop,16,501,No,No
31131,31131,506,2023-07-24,Consideration,Tablet,14,500,No,No
31132,31132,255,2025-05-02,Purchase,Android,2,822,No,No
31133,31133,453,2025-05-30,Interest,iPhone,19,300,No,No
31134,31134,533,2025-03-03,Awareness,Android,17,153,No,Yes
31135,31135,937,2025-03-02,Awareness,Laptop,6,301,No,Yes
31136,31136,308,2024-06-22,Consideration,iPhone,7,57,Yes,Yes
31137,31137,625,2023-07-12,Awareness,Tablet,12,20,No,No
31138,31138,833,2024-02-15,Awareness,Tablet,15,250,No,No
31139,31139,491,2025-08-02,Retention,Laptop,9,230,No,No
31140,31140,675,2024-12-07,Awareness,Tablet,16,772,Yes,Yes
31141,31141,807,2023-10-15,Consideration,Laptop,12,721,No,Yes
31142,31142,702,2024-06-23,Awareness,Laptop,2,159,Yes,Yes
31143,31143,159,2025-05-08,Interest,iPhone,2,630,No,Yes
31144,31144,297,2024-07-26,Interest,Android,6,387,Yes,No
31145,31145,743,2023-01-22,Interest,iPhone,3,141,No,No
31146,31146,896,2025-01-11,Consideration,Tablet,1,799,No,No
31147,31147,21,2025-07-31,Interest,Desktop,15,105,No,No
31148,31148,193,2023-02-05,Retention,Tablet,15,44,No,Yes
31149,31149,822,2024-08-21,Retention,Desktop,15,657,No,Yes
31150,31150,74,2025-03-17,Retention,Desktop,18,380,No,No
31151,31151,948,2025-10-27,Interest,Laptop,19,782,Yes,Yes
31152,31152,339,2023-11-05,Retention,Tablet,15,440,Yes,No
31153,31153,142,2025-04-04,Purchase,Desktop,17,855,Yes,Yes
31154,31154,128,2023-11-08,Consideration,Laptop,8,78,Yes,Yes
31155,31155,343,2024-12-29,Interest,Laptop,7,234,Yes,Yes
31156,31156,641,2023-01-20,Purchase,Tablet,6,574,No,No
31157,31157,934,2025-01-16,Retention,iPhone,18,290,Yes,Yes
31158,31158,752,2025-04-09,Purchase,Laptop,13,560,No,Yes
31159,31159,334,2025-09-29,Awareness,iPhone,17,691,No,Yes
31160,31160,236,2023-05-25,Interest,Android,20,321,No,Yes
31161,31161,879,2024-08-05,Purchase,Android,13,579,Yes,No
31162,31162,968,2023-08-10,Retention,Desktop,18,436,No,No
31163,31163,869,2025-12-24,Awareness,Desktop,2,160,Yes,No
31164,31164,98,2023-05-03,Consideration,Laptop,19,750,Yes,No
31165,31165,745,2024-07-12,Interest,Laptop,7,378,Yes,No
31166,31166,823,2025-06-23,Awareness,Laptop,16,695,No,Yes
31167,31167,25,2023-01-24,Retention,Laptop,9,418,No,Yes
31168,31168,5,2025-03-10,Awareness,iPhone,1,428,No,Yes
31169,31169,92,2025-02-26,Purchase,Android,12,190,No,No
31170,31170,548,2025-09-03,Interest,Tablet,18,103,Yes,No
31171,31171,624,2024-04-09,Interest,Tablet,18,192,Yes,Yes
31172,31172,460,2025-12-08,Awareness,iPhone,11,617,No,No
31173,31173,818,2023-03-04,Retention,Desktop,17,506,Yes,Yes
31174,31174,634,2025-12-24,Consideration,Android,8,537,No,No
31175,31175,720,2025-04-03,Interest,Laptop,10,393,No,No
31176,31176,678,2025-05-26,Awareness,iPhone,6,868,Yes,No
31177,31177,347,2024-08-11,Purchase,Laptop,3,660,Yes,Yes
31178,31178,117,2023-02-19,Interest,Desktop,3,508,No,Yes
31179,31179,599,2025-06-13,Awareness,Laptop,19,350,No,Yes
31180,31180,133,2025-06-09,Interest,Desktop,11,597,Yes,Yes
31181,31181,960,2024-06-24,Retention,Tablet,20,897,No,No
31182,31182,113,2025-06-02,Awareness,Tablet,12,180,Yes,No
31183,31183,158,2024-08-19,Retention,Laptop,7,636,Yes,Yes
31184,31184,755,2024-07-03,Purchase,iPhone,6,306,No,Yes
31185,31185,522,2025-06-21,Consideration,Tablet,10,673,Yes,No
31186,31186,826,2025-01-05,Consideration,iPhone,1,586,Yes,No
31187,31187,690,2025-08-31,Interest,Desktop,7,191,No,No
31188,31188,621,2025-06-07,Purchase,Android,10,812,Yes,No
31189,31189,360,2024-07-06,Retention,Laptop,5,862,Yes,Yes
31190,31190,754,2024-01-13,Awareness,Laptop,13,817,Yes,Yes
31191,31191,313,2023-07-08,Consideration,iPhone,11,306,Yes,No
31192,31192,284,2024-09-26,Retention,Laptop,17,139,No,No
31193,31193,200,2025-07-15,Retention,Android,15,330,No,No
31194,31194,868,2024-09-03,Interest,Tablet,5,262,No,No
31195,31195,506,2023-04-20,Awareness,iPhone,14,341,No,Yes
31196,31196,284,2025-10-19,Purchase,iPhone,11,314,Yes,Yes
31197,31197,619,2023-03-08,Awareness,Laptop,10,694,No,Yes
31198,31198,805,2025-08-07,Awareness,Android,16,87,No,Yes
31199,31199,134,2024-11-22,Awareness,iPhone,6,673,No,Yes
31200,31200,70,2023-04-03,Purchase,Tablet,12,734,Yes,No
31201,31201,77,2023-03-13,Awareness,Android,9,74,No,No
31202,31202,934,2025-02-10,Interest,Android,5,170,No,No
31203,31203,869,2025-03-07,Interest,Android,3,91,Yes,Yes
31204,31204,359,2024-08-24,Awareness,Laptop,8,187,Yes,Yes
31205,31205,770,2023-02-02,Awareness,iPhone,15,283,No,No
31206,31206,715,2023-07-25,Purchase,Tablet,4,148,No,Yes
31207,31207,519,2024-02-23,Consideration,iPhone,9,192,Yes,No
31208,31208,209,2023-11-05,Awareness,Desktop,13,283,No,Yes
31209,31209,725,2023-05-29,Purchase,Tablet,12,173,Yes,No
31210,31210,31,2023-01-15,Retention,Laptop,18,686,No,No
31211,31211,572,2025-12-10,Interest,Tablet,15,404,No,No
31212,31212,592,2025-11-24,Interest,iPhone,7,205,Yes,Yes
31213,31213,528,2024-10-13,Retention,Laptop,10,230,Yes,Yes
31214,31214,742,2023-10-31,Purchase,Android,4,462,No,Yes
31215,31215,784,2024-01-17,Interest,iPhone,6,535,No,Yes
31216,31216,469,2024-07-23,Retention,iPhone,4,415,Yes,Yes
31217,31217,765,2024-05-25,Consideration,Android,5,164,Yes,Yes
31218,31218,521,2024-01-07,Interest,iPhone,10,280,No,No
31219,31219,204,2023-09-12,Consideration,Desktop,5,20,No,No
31220,31220,413,2023-11-03,Consideration,iPhone,3,304,Yes,No
31221,31221,656,2023-09-21,Awareness,iPhone,17,796,No,No
31222,31222,900,2025-05-09,Consideration,Tablet,3,734,Yes,Yes
31223,31223,454,2024-08-02,Purchase,Desktop,11,593,No,Yes
31224,31224,463,2025-03-08,Retention,Android,6,656,Yes,Yes
31225,31225,355,2025-03-26,Consideration,Laptop,13,787,Yes,No
31226,31226,849,2023-04-07,Awareness,Laptop,15,796,Yes,No
31227,31227,625,2023-11-25,Purchase,iPhone,20,731,Yes,Yes
31228,31228,852,2024-11-09,Retention,Desktop,2,368,Yes,No
31229,31229,440,2023-01-10,Consideration,Laptop,5,568,No,Yes
31230,31230,208,2025-04-25,Purchase,Desktop,16,517,Yes,Yes
31231,31231,876,2025-03-15,Retention,Android,11,205,No,Yes
31232,31232,344,2025-01-25,Consideration,iPhone,9,713,No,Yes
31233,31233,116,2024-02-23,Retention,Android,14,530,No,Yes
31234,31234,977,2025-05-10,Purchase,Tablet,5,825,No,No
31235,31235,956,2024-07-20,Consideration,iPhone,14,450,Yes,Yes
31236,31236,647,2023-12-01,Interest,Tablet,8,108,No,Yes
31237,31237,501,2023-12-03,Consideration,Desktop,15,309,No,No
31238,31238,733,2024-08-02,Purchase,iPhone,10,869,No,No
31239,31239,253,2025-10-25,Purchase,Laptop,5,641,Yes,Yes
31240,31240,292,2025-10-13,Awareness,Laptop,8,453,Yes,Yes
31241,31241,873,2025-10-10,Retention,Tablet,16,199,No,No
31242,31242,303,2023-09-07,Interest,Desktop,19,180,Yes,No
31243,31243,718,2025-04-30,Awareness,Tablet,7,321,Yes,Yes
31244,31244,552,2025-08-30,Awareness,Tablet,18,446,Yes,No
31245,31245,614,2024-10-05,Awareness,iPhone,4,34,Yes,No
31246,31246,742,2023-05-26,Purchase,iPhone,8,781,Yes,Yes
31247,31247,406,2023-04-15,Retention,Laptop,12,654,No,No
31248,31248,698,2025-09-06,Interest,Tablet,10,428,No,No
31249,31249,963,2024-01-17,Awareness,Laptop,8,591,Yes,Yes
31250,31250,574,2024-06-16,Retention,Tablet,7,271,Yes,No
31251,31251,748,2024-04-14,Interest,Desktop,17,795,Yes,No
31252,31252,781,2025-08-09,Consideration,Laptop,7,129,Yes,Yes
31253,31253,458,2025-07-31,Interest,Tablet,6,127,No,Yes
31254,31254,630,2023-07-26,Purchase,iPhone,12,600,No,Yes
31255,31255,284,2025-06-15,Retention,Laptop,19,279,No,Yes
31256,31256,273,2025-07-02,Awareness,Tablet,5,733,Yes,Yes
31257,31257,518,2024-01-16,Consideration,Desktop,13,629,Yes,No
31258,31258,764,2023-11-16,Interest,Tablet,18,278,Yes,Yes
31259,31259,123,2024-06-27,Retention,Desktop,10,566,No,Yes
31260,31260,938,2024-04-09,Awareness,Android,7,63,No,Yes
31261,31261,952,2025-08-13,Purchase,iPhone,12,802,Yes,No
31262,31262,265,2023-08-22,Purchase,Android,15,668,Yes,Yes
31263,31263,975,2024-08-21,Purchase,Android,7,733,Yes,No
31264,31264,414,2023-11-20,Interest,Android,16,94,No,No
31265,31265,609,2025-08-12,Consideration,Tablet,14,716,No,No
31266,31266,841,2025-11-25,Interest,Tablet,3,113,Yes,No
31267,31267,328,2024-10-16,Consideration,iPhone,17,243,No,Yes
31268,31268,891,2023-06-11,Awareness,Android,14,811,Yes,No
31269,31269,964,2024-01-27,Awareness,Android,16,425,No,No
31270,31270,617,2025-10-29,Retention,Laptop,17,202,No,Yes
31271,31271,101,2024-06-14,Awareness,Android,7,48,Yes,Yes
31272,31272,556,2025-03-03,Consideration,iPhone,10,428,No,Yes
31273,31273,151,2023-10-07,Retention,Laptop,16,661,Yes,No
31274,31274,491,2023-10-16,Consideration,Android,5,863,No,Yes
31275,31275,259,2023-04-11,Purchase,Desktop,7,395,No,No
31276,31276,561,2024-04-18,Consideration,Android,9,787,Yes,No
31277,31277,397,2024-09-10,Retention,Android,18,696,No,Yes
31278,31278,970,2023-07-25,Retention,Laptop,4,832,No,Yes
31279,31279,16,2024-08-04,Retention,Tablet,5,542,Yes,No
31280,31280,977,2023-07-25,Awareness,Desktop,14,378,No,No
31281,31281,584,2024-06-23,Awareness,Desktop,12,680,Yes,No
31282,31282,269,2023-09-17,Interest,Laptop,13,379,No,Yes
31283,31283,815,2024-10-08,Awareness,Desktop,20,879,Yes,No
31284,31284,360,2024-02-14,Purchase,Laptop,18,821,Yes,Yes
31285,31285,916,2023-03-15,Awareness,iPhone,13,418,Yes,No
31286,31286,875,2023-04-19,Interest,Desktop,6,30,No,No
31287,31287,918,2024-12-08,Retention,Desktop,4,243,Yes,No
31288,31288,219,2023-01-01,Awareness,iPhone,11,525,Yes,Yes
31289,31289,331,2025-06-27,Awareness,Laptop,3,216,Yes,No
31290,31290,798,2025-12-31,Interest,Desktop,6,611,No,Yes
31291,31291,125,2023-08-20,Consideration,Desktop,3,335,Yes,Yes
31292,31292,571,2023-12-27,Purchase,iPhone,1,280,No,No
31293,31293,855,2023-07-03,Awareness,Android,8,745,No,No
31294,31294,192,2023-12-25,Purchase,Laptop,16,36,No,Yes
31295,31295,924,2023-08-13,Retention,Desktop,12,868,Yes,Yes
31296,31296,186,2025-06-22,Consideration,Tablet,17,246,No,No
31297,31297,719,2024-10-21,Purchase,Laptop,17,204,No,Yes
31298,31298,451,2023-06-20,Interest,Android,10,587,Yes,Yes
31299,31299,529,2024-09-28,Purchase,Desktop,5,606,Yes,Yes
31300,31300,514,2023-12-31,Interest,Android,12,221,No,No
31301,31301,944,2025-08-20,Purchase,iPhone,7,64,Yes,No
31302,31302,677,2023-02-07,Consideration,Tablet,14,59,Yes,Yes
31303,31303,54,2025-03-28,Retention,Desktop,17,90,No,No
31304,31304,936,2025-11-19,Awareness,Desktop,9,203,No,No
31305,31305,915,2023-09-06,Interest,Desktop,20,801,Yes,No
31306,31306,916,2024-01-13,Interest,Android,11,154,No,No
31307,31307,572,2023-02-01,Retention,Tablet,6,414,Yes,Yes
31308,31308,784,2024-02-06,Purchase,Tablet,12,369,Yes,No
31309,31309,290,2024-10-14,Consideration,Tablet,1,522,Yes,Yes
31310,31310,500,2025-10-23,Consideration,Laptop,7,351,No,No
31311,31311,208,2024-02-29,Interest,Android,14,883,No,No
31312,31312,830,2024-01-03,Purchase,Laptop,20,89,Yes,No
31313,31313,654,2025-07-06,Purchase,Desktop,7,765,No,Yes
31314,31314,340,2024-10-17,Interest,Tablet,20,168,Yes,No
31315,31315,678,2025-09-27,Retention,Desktop,6,300,No,No
31316,31316,852,2025-11-13,Purchase,iPhone,17,24,No,No
31317,31317,504,2024-05-25,Interest,iPhone,19,116,Yes,Yes
31318,31318,416,2025-11-22,Interest,Tablet,20,372,Yes,Yes
31319,31319,61,2023-03-31,Purchase,Desktop,2,748,Yes,Yes
31320,31320,925,2025-08-08,Retention,Desktop,6,494,Yes,Yes
31321,31321,348,2023-10-18,Consideration,Tablet,8,181,Yes,Yes
31322,31322,207,2023-09-19,Awareness,Tablet,5,457,Yes,Yes
31323,31323,374,2024-06-03,Interest,iPhone,4,741,No,Yes
31324,31324,326,2023-05-07,Interest,iPhone,1,471,Yes,Yes
31325,31325,304,2024-07-07,Consideration,Desktop,11,606,Yes,Yes
31326,31326,904,2024-08-13,Retention,iPhone,2,150,Yes,No
31327,31327,69,2024-12-17,Retention,iPhone,17,757,Yes,Yes
31328,31328,984,2025-03-15,Purchase,Desktop,6,494,No,No
31329,31329,629,2024-06-21,Consideration,Desktop,11,588,Yes,No
31330,31330,323,2025-03-25,Consideration,Android,4,158,No,No
31331,31331,1,2024-09-02,Retention,Android,7,832,Yes,Yes
31332,31332,621,2025-10-15,Consideration,Laptop,15,645,No,No
31333,31333,690,2025-01-07,Retention,Android,3,442,Yes,Yes
31334,31334,988,2025-09-01,Consideration,Laptop,9,415,No,Yes
31335,31335,187,2024-04-07,Retention,Android,18,317,No,No
31336,31336,96,2024-12-21,Consideration,Android,12,712,No,No
31337,31337,649,2023-12-26,Purchase,Desktop,20,197,No,Yes
31338,31338,568,2023-01-08,Interest,iPhone,13,777,No,No
31339,31339,631,2025-04-12,Purchase,Laptop,15,472,Yes,Yes
31340,31340,257,2023-08-13,Retention,Desktop,15,196,No,No
31341,31341,411,2024-01-28,Interest,Tablet,12,834,Yes,No
31342,31342,220,2024-06-26,Consideration,Desktop,17,178,No,No
31343,31343,848,2024-07-26,Consideration,iPhone,9,68,No,No
31344,31344,265,2024-07-19,Purchase,Laptop,19,151,No,No
31345,31345,956,2025-08-08,Interest,Desktop,13,414,Yes,No
31346,31346,742,2023-09-22,Consideration,Laptop,18,753,Yes,Yes
31347,31347,52,2025-11-23,Awareness,Android,2,222,Yes,Yes
31348,31348,287,2025-03-03,Purchase,Desktop,13,805,No,No
31349,31349,771,2023-04-09,Interest,Desktop,5,316,No,Yes
31350,31350,543,2023-11-14,Retention,Tablet,9,137,Yes,No
31351,31351,43,2024-05-19,Awareness,iPhone,20,591,No,No
31352,31352,293,2025-11-20,Purchase,iPhone,19,238,Yes,No
31353,31353,884,2023-02-05,Purchase,Tablet,6,384,Yes,No
31354,31354,669,2025-08-31,Interest,Laptop,7,822,No,No
31355,31355,491,2023-10-21,Awareness,Laptop,20,280,No,Yes
31356,31356,126,2025-01-14,Consideration,Laptop,10,475,No,Yes
31357,31357,725,2025-07-06,Retention,Laptop,11,783,Yes,Yes
31358,31358,804,2025-07-02,Retention,Laptop,12,279,Yes,No
31359,31359,556,2025-08-30,Consideration,Tablet,15,805,Yes,No
31360,31360,994,2024-02-07,Purchase,Android,16,744,No,No
31361,31361,369,2023-11-25,Purchase,Laptop,13,194,Yes,Yes
31362,31362,914,2023-04-09,Consideration,Laptop,14,381,Yes,Yes
31363,31363,207,2025-12-08,Interest,Tablet,13,609,No,Yes
31364,31364,446,2024-11-17,Consideration,iPhone,3,648,Yes,Yes
31365,31365,983,2023-03-04,Purchase,Android,16,240,Yes,Yes
31366,31366,345,2023-12-11,Awareness,Desktop,7,367,No,No
31367,31367,942,2024-05-15,Consideration,Android,13,188,Yes,No
31368,31368,220,2024-08-31,Awareness,iPhone,5,401,Yes,No
31369,31369,176,2024-02-12,Retention,Desktop,7,576,No,No
31370,31370,984,2025-06-22,Interest,iPhone,17,339,Yes,Yes
31371,31371,584,2023-08-15,Interest,Desktop,4,208,Yes,Yes
31372,31372,1,2023-06-12,Consideration,Laptop,19,313,Yes,Yes
31373,31373,901,2023-11-07,Purchase,Laptop,11,133,Yes,Yes
31374,31374,768,2025-11-03,Interest,Android,20,365,No,Yes
31375,31375,584,2023-10-11,Consideration,iPhone,11,58,No,No
31376,31376,429,2025-06-03,Purchase,Desktop,10,394,Yes,No
31377,31377,439,2025-07-31,Retention,Laptop,8,646,No,No
31378,31378,660,2024-11-20,Awareness,Laptop,18,247,No,No
31379,31379,584,2025-08-17,Awareness,Desktop,2,777,No,No
31380,31380,482,2023-06-10,Awareness,iPhone,14,229,Yes,Yes
31381,31381,663,2024-10-30,Consideration,Tablet,6,615,Yes,No
31382,31382,634,2024-12-24,Awareness,Laptop,11,824,Yes,Yes
31383,31383,40,2023-02-01,Consideration,Android,2,126,Yes,No
31384,31384,248,2023-11-24,Purchase,iPhone,3,535,Yes,Yes
31385,31385,802,2024-04-09,Interest,Laptop,13,540,Yes,Yes
31386,31386,340,2024-03-31,Retention,Laptop,13,118,No,No
31387,31387,559,2024-02-07,Consideration,Laptop,13,326,No,No
31388,31388,719,2025-07-10,Awareness,Desktop,4,308,Yes,No
31389,31389,573,2024-10-15,Purchase,Laptop,13,778,No,No
31390,31390,840,2023-12-27,Awareness,iPhone,16,328,No,Yes
31391,31391,729,2023-04-12,Awareness,Laptop,13,65,Yes,No
31392,31392,590,2023-08-14,Interest,Android,13,744,No,No
31393,31393,505,2025-03-19,Interest,Tablet,17,709,No,No
31394,31394,598,2025-09-22,Interest,Android,1,857,Yes,Yes
31395,31395,354,2024-05-27,Awareness,Desktop,19,695,Yes,No
31396,31396,169,2025-05-07,Awareness,Android,5,590,Yes,Yes
31397,31397,779,2023-08-06,Interest,Tablet,5,69,Yes,Yes
31398,31398,32,2024-02-11,Awareness,iPhone,10,502,No,No
31399,31399,12,2024-02-26,Consideration,iPhone,9,647,Yes,Yes
31400,31400,809,2025-08-14,Awareness,Android,9,790,No,No
31401,31401,520,2023-04-01,Purchase,Tablet,16,294,Yes,No
31402,31402,881,2023-03-29,Interest,Android,13,487,No,Yes
31403,31403,749,2023-04-24,Awareness,iPhone,8,528,Yes,No
31404,31404,988,2025-10-24,Awareness,Tablet,2,618,No,No
31405,31405,876,2025-09-17,Retention,Laptop,11,702,Yes,Yes
31406,31406,751,2024-08-14,Awareness,Tablet,13,647,Yes,Yes
31407,31407,157,2023-03-27,Retention,Laptop,2,46,Yes,Yes
31408,31408,466,2025-02-23,Consideration,Tablet,20,662,No,Yes
31409,31409,322,2025-11-25,Consideration,Desktop,4,296,Yes,No
31410,31410,971,2023-11-09,Purchase,Desktop,9,259,No,Yes
31411,31411,548,2023-06-06,Interest,Desktop,4,25,No,No
31412,31412,605,2025-02-26,Purchase,Android,12,778,Yes,Yes
31413,31413,455,2024-11-06,Retention,Laptop,11,123,Yes,No
31414,31414,678,2025-01-16,Awareness,iPhone,19,877,Yes,No
31415,31415,977,2024-04-17,Purchase,Laptop,9,802,No,No
31416,31416,909,2024-05-14,Purchase,Tablet,14,326,No,No
31417,31417,386,2024-02-04,Retention,Laptop,11,419,Yes,No
31418,31418,25,2025-05-09,Interest,Android,13,422,No,No
31419,31419,871,2024-08-29,Interest,Android,2,516,No,No
31420,31420,610,2023-03-22,Purchase,Desktop,8,446,No,Yes
31421,31421,801,2025-03-02,Awareness,Laptop,17,700,Yes,Yes
31422,31422,169,2025-06-07,Retention,Laptop,17,747,No,No
31423,31423,38,2024-06-30,Purchase,Tablet,16,526,Yes,No
31424,31424,488,2023-09-17,Purchase,Desktop,6,770,No,Yes
31425,31425,986,2024-06-12,Consideration,iPhone,12,469,No,No
31426,31426,576,2023-05-07,Consideration,Laptop,19,293,No,No
31427,31427,693,2024-10-26,Consideration,iPhone,3,617,Yes,No
31428,31428,615,2025-03-13,Consideration,Tablet,1,704,No,Yes
31429,31429,267,2025-02-19,Consideration,Tablet,8,700,No,No
31430,31430,787,2023-05-30,Interest,Desktop,9,390,Yes,No
31431,31431,378,2024-12-12,Retention,Android,12,111,No,Yes
31432,31432,453,2023-07-19,Awareness,Laptop,16,433,No,No
31433,31433,162,2025-12-31,Interest,Tablet,19,519,Yes,Yes
31434,31434,874,2024-08-13,Interest,Laptop,15,718,No,No
31435,31435,397,2024-06-01,Interest,iPhone,3,376,Yes,Yes
31436,31436,338,2023-07-11,Retention,Tablet,8,159,Yes,No
31437,31437,890,2023-04-30,Awareness,Tablet,18,458,No,No
31438,31438,471,2024-09-05,Interest,Android,7,470,Yes,Yes
31439,31439,7,2023-06-03,Purchase,Tablet,14,619,No,Yes
31440,31440,267,2023-01-03,Retention,Android,3,33,No,No
31441,31441,655,2025-09-14,Retention,iPhone,19,794,Yes,Yes
31442,31442,617,2023-09-02,Retention,Android,6,46,Yes,No
31443,31443,826,2024-06-26,Awareness,Tablet,9,296,Yes,Yes
31444,31444,603,2024-11-25,Purchase,Android,11,309,Yes,No
31445,31445,256,2025-02-10,Retention,iPhone,2,148,Yes,No
31446,31446,276,2024-12-28,Awareness,iPhone,15,31,No,Yes
31447,31447,136,2025-01-28,Purchase,Desktop,10,610,No,No
31448,31448,54,2025-07-08,Interest,Android,11,822,Yes,No
31449,31449,799,2023-10-26,Interest,Android,18,498,No,No
31450,31450,56,2023-11-25,Retention,iPhone,20,592,No,Yes
31451,31451,719,2024-05-01,Retention,iPhone,17,181,Yes,No
31452,31452,138,2024-06-06,Retention,iPhone,1,200,No,No
31453,31453,565,2024-07-04,Purchase,Android,14,260,No,Yes
31454,31454,709,2023-10-05,Purchase,Desktop,18,293,Yes,No
31455,31455,415,2025-02-11,Interest,Android,4,764,Yes,Yes
31456,31456,169,2023-11-02,Consideration,Tablet,4,782,Yes,No
31457,31457,328,2023-07-22,Purchase,Android,15,263,No,No
31458,31458,720,2024-06-05,Purchase,Laptop,5,702,No,No
31459,31459,51,2023-06-24,Awareness,Android,18,734,No,No
31460,31460,230,2025-05-21,Consideration,Tablet,16,887,Yes,Yes
31461,31461,661,2025-06-25,Interest,Android,20,690,Yes,Yes
31462,31462,267,2024-03-24,Purchase,Android,15,372,Yes,No
31463,31463,840,2025-06-21,Awareness,iPhone,12,736,No,No
31464,31464,100,2023-12-20,Consideration,Android,10,141,Yes,No
31465,31465,682,2024-09-18,Purchase,Desktop,16,748,Yes,Yes
31466,31466,609,2024-06-05,Retention,Android,9,665,Yes,No
31467,31467,959,2024-11-12,Consideration,Laptop,7,675,No,Yes
31468,31468,317,2023-12-21,Retention,Laptop,13,183,No,Yes
31469,31469,593,2024-06-28,Consideration,Desktop,15,156,Yes,Yes
31470,31470,29,2023-08-07,Awareness,Android,16,736,No,Yes
31471,31471,426,2025-09-19,Consideration,Laptop,12,640,Yes,No
31472,31472,531,2025-12-11,Awareness,Desktop,4,858,No,Yes
31473,31473,567,2023-06-23,Awareness,iPhone,9,401,No,No
31474,31474,872,2025-05-16,Retention,iPhone,14,240,No,No
31475,31475,948,2024-10-04,Retention,Laptop,9,529,Yes,No
31476,31476,244,2023-02-24,Purchase,Tablet,19,243,Yes,No
31477,31477,871,2023-07-08,Interest,Tablet,18,253,No,Yes
31478,31478,235,2025-05-25,Purchase,Tablet,9,447,Yes,Yes
31479,31479,229,2024-08-27,Retention,Tablet,4,664,Yes,Yes
31480,31480,743,2024-05-11,Retention,Tablet,10,608,No,Yes
31481,31481,107,2024-06-14,Purchase,Desktop,1,108,Yes,No
31482,31482,505,2024-01-02,Interest,Tablet,14,113,Yes,No
31483,31483,46,2023-03-25,Purchase,iPhone,9,651,No,Yes
31484,31484,461,2023-10-09,Consideration,Laptop,1,560,No,No
31485,31485,261,2023-07-27,Purchase,Desktop,14,285,Yes,No
31486,31486,365,2024-12-02,Interest,Desktop,15,200,Yes,Yes
31487,31487,679,2025-09-12,Purchase,Laptop,5,428,Yes,No
31488,31488,156,2023-12-27,Interest,iPhone,7,873,Yes,Yes
31489,31489,476,2023-07-04,Purchase,Android,17,279,No,No
31490,31490,316,2024-02-22,Retention,Tablet,5,786,Yes,No
31491,31491,114,2024-05-06,Consideration,Laptop,2,377,Yes,No
31492,31492,955,2023-06-19,Retention,Tablet,10,197,No,Yes
31493,31493,989,2023-02-17,Interest,Android,16,496,Yes,Yes
31494,31494,432,2023-02-02,Interest,iPhone,5,480,Yes,No
31495,31495,73,2025-01-11,Retention,Laptop,14,723,Yes,No
31496,31496,83,2023-08-05,Purchase,Android,12,862,Yes,No
31497,31497,28,2024-10-21,Retention,Android,17,106,No,No
31498,31498,379,2023-06-01,Interest,Tablet,2,73,Yes,Yes
31499,31499,535,2025-08-15,Interest,Desktop,16,683,No,No
31500,31500,395,2024-08-03,Purchase,Android,4,776,Yes,No
31501,31501,960,2024-08-20,Awareness,Android,5,95,No,Yes
31502,31502,807,2023-07-31,Interest,iPhone,13,388,No,Yes
31503,31503,947,2024-10-17,Purchase,Laptop,7,539,No,No
31504,31504,100,2025-08-05,Consideration,Laptop,20,775,Yes,No
31505,31505,496,2024-03-01,Consideration,Tablet,1,891,No,Yes
31506,31506,9,2024-05-14,Purchase,Tablet,7,665,Yes,Yes
31507,31507,754,2023-11-12,Consideration,Android,19,189,No,Yes
31508,31508,849,2024-06-01,Consideration,Tablet,3,148,Yes,Yes
31509,31509,632,2024-03-24,Purchase,Laptop,11,38,No,Yes
31510,31510,382,2024-02-20,Awareness,Desktop,17,280,No,No
31511,31511,109,2025-05-13,Interest,Desktop,17,41,Yes,Yes
31512,31512,838,2025-01-20,Retention,Android,20,619,No,No
31513,31513,312,2025-12-03,Retention,iPhone,18,437,Yes,No
31514,31514,943,2025-08-09,Purchase,Tablet,13,428,No,Yes
31515,31515,730,2024-03-24,Retention,Laptop,9,219,Yes,No
