Campaign_ID,Campaign_Type,Campaign_Objective,Product_ID,Marketing_Channel,Industry,Target_Audience,Funnel_Stage,Creative_Type,Device_Target,Region_Target,Bid_Strategy,Budget,Budget_Category,Campaign_Duration,Campaign_Status,AI_Campaign_Score,Success_Probability,Risk_Level,Priority,Expected_ROI,Estimated_Revenue,Expected_Conversions,Target_CPA,Target_ROAS,Audience_Size,Optimization_Score,Impressions,Clicks,Conversions,CTR,Spend,Revenue,CPC,CPM,Engagement_Rate,Bounce_Rate,Avg_Session_Duration,Campaign_Success
255,5,2,29,1,3,4,2,1,0,2,0,921126,1,44,3,88,85,1,2,70.91,1574296,4001,230.22,1.71,2050538,64,2971405,148273,18771,4.99,921126,1574296,6.21,310.0,11.81,66.83,369,1
256,1,2,212,3,6,4,2,4,0,2,0,1083601,0,23,0,90,82,1,0,132.82,2522839,2213,489.65,2.33,441433,96,3437050,127514,20261,3.71,1083601,2522839,8.5,315.27,14.02,55.37,73,1
257,4,4,233,0,4,1,0,1,1,4,3,915995,1,80,0,85,91,1,2,73.46,1588884,1290,710.07,1.73,4328787,93,4186386,242391,23730,5.79,915995,1588884,3.78,218.8,4.79,23.16,174,0
258,1,4,166,5,5,5,2,1,1,1,1,343701,2,117,0,79,73,2,2,115.17,739541,4890,70.29,2.15,4768005,72,1262424,70190,5566,5.56,343701,739541,4.9,272.25,6.13,40.79,168,1
259,2,1,39,0,0,5,1,4,1,4,2,293053,2,70,3,82,78,2,2,117.52,637448,4694,62.43,2.18,390383,62,601741,18353,2024,3.05,293053,637448,15.97,487.01,4.38,28.27,456,1
260,4,0,126,5,5,1,0,1,0,1,4,169399,2,56,2,74,81,2,2,88.96,320096,351,482.62,1.89,4232266,91,760901,22066,3181,2.9,169399,320096,7.68,222.63,10.05,40.12,430,1
261,1,3,175,1,3,5,2,3,0,2,2,1418443,0,89,3,86,90,1,2,103.56,2887382,2766,512.81,2.04,4161510,99,3752494,65668,2915,1.75,1418443,2887382,21.6,378.0,13.66,22.32,440,1
262,2,5,97,3,2,0,1,1,0,0,1,227375,2,112,2,84,92,2,2,74.96,397815,316,719.54,1.75,4213625,68,264303,27936,2218,10.57,227375,397815,8.14,860.28,15.96,57.21,399,0
263,0,2,52,0,7,5,2,3,1,1,3,1013569,0,56,3,90,93,1,0,84.11,1866081,4934,205.43,1.84,1163438,68,1323166,80051,2281,6.05,1013569,1866081,12.66,766.02,17.02,37.6,142,0
264,0,5,218,5,5,1,2,3,0,2,1,397063,2,82,2,60,59,0,1,52.08,603853,3283,120.95,1.52,3108049,70,1744940,16925,1694,0.97,397063,603853,23.46,227.55,5.11,39.02,377,1
265,3,4,92,6,0,4,2,2,0,1,3,1212498,0,114,3,98,99,1,0,122.05,2692351,3071,394.82,2.22,3465166,68,3435951,337753,30093,9.83,1212498,2692351,3.59,352.89,12.01,64.65,128,1
266,1,1,264,0,4,5,2,4,0,3,2,1006199,0,53,3,85,91,1,2,75.72,1768092,1121,897.59,1.76,1553800,87,1877106,36415,4395,1.94,1006199,1768092,27.63,536.04,2.9,51.03,207,1
267,4,4,128,3,3,0,0,1,1,1,2,1416502,0,109,1,92,95,1,0,99.12,2820538,148,9570.96,1.99,191018,65,810521,73757,5848,9.1,1416502,2820538,19.2,1747.64,4.79,25.31,365,1
268,3,4,68,0,1,1,2,4,0,2,2,1031757,0,41,2,93,96,1,0,96.78,2030291,2027,509.01,1.97,4351109,76,2762021,320118,9923,11.59,1031757,2030291,3.22,373.55,6.0,38.27,292,1
269,4,0,100,1,4,4,0,2,0,2,0,719303,1,99,2,79,84,2,2,64.12,1180520,1845,389.87,1.64,429378,70,1267286,39666,2391,3.13,719303,1180520,18.13,567.59,3.17,38.76,438,0
270,5,5,72,4,7,4,2,3,0,3,2,974302,1,34,3,87,84,1,2,103.33,1981048,4802,202.9,2.03,1208221,85,1014455,81663,7880,8.05,974302,1981048,11.93,960.42,12.9,36.11,261,1
271,3,1,74,7,4,2,2,2,3,1,3,993458,1,117,1,81,78,2,2,90.24,1889954,2178,456.13,1.9,4520627,78,1097792,52694,2318,4.8,993458,1889954,18.85,904.96,17.85,21.72,190,0
272,3,1,188,6,0,1,2,2,2,1,2,630262,1,112,0,85,79,1,2,97.3,1243506,3963,159.04,1.97,3235995,89,1992702,89671,1999,4.5,630262,1243506,7.03,316.29,8.28,24.86,252,1
273,1,1,46,3,1,3,2,0,1,4,2,492124,2,85,1,65,67,0,1,73.47,853687,3253,151.28,1.73,3575173,72,2403304,149485,23185,6.22,492124,853687,3.29,204.77,10.21,25.32,224,1
274,0,5,212,0,1,1,2,2,0,1,1,252099,2,31,1,85,78,1,2,99.28,502382,3941,63.97,1.99,1694854,97,1823197,70922,7829,3.89,252099,502382,3.55,138.27,11.83,29.76,418,1
275,0,2,111,7,1,0,2,4,0,0,4,1144624,0,120,3,98,97,1,0,126.67,2594519,4849,236.05,2.27,3312539,66,4509062,311125,23054,6.9,1144624,2594519,3.68,253.85,17.75,36.14,339,1
276,0,5,176,0,6,3,2,2,0,1,1,850780,1,19,2,92,97,1,0,107.96,1769282,4164,204.32,2.08,347973,97,4254450,310574,20746,7.3,850780,1769282,2.74,199.97,16.58,53.44,184,1
277,1,2,154,7,7,5,2,3,2,0,0,1106887,0,89,2,91,98,1,0,89.87,2101646,2962,373.7,1.9,377437,65,1898472,129096,23108,6.8,1106887,2101646,8.57,583.04,8.07,26.69,318,1
278,0,4,176,3,3,4,2,3,2,2,1,603307,1,27,0,80,77,2,2,70.37,1027854,3436,175.58,1.7,1209169,80,3780422,395432,11190,10.46,603307,1027854,1.53,159.59,11.11,23.24,312,0
279,4,0,31,6,2,1,0,2,0,4,1,834841,1,116,3,78,72,2,2,106.85,1726868,3641,229.29,2.07,4885841,89,3661135,69927,6489,1.91,834841,1726868,11.94,228.03,6.9,41.32,248,1
280,5,3,47,5,2,1,2,0,0,1,0,793934,1,45,3,88,80,1,2,114.43,1702432,4947,160.49,2.14,405383,77,4132852,78524,12139,1.9,793934,1702432,10.11,192.1,4.09,62.89,423,1
281,1,2,277,0,6,2,2,2,3,2,2,418360,2,69,3,79,87,2,2,83.12,766100,2619,159.74,1.83,3513274,99,4816434,278871,9091,5.79,418360,766100,1.5,86.86,8.93,29.97,371,0
282,3,2,92,3,0,0,2,3,0,1,2,898123,1,17,0,81,84,2,2,81.2,1627398,563,1595.25,1.81,1770139,66,1691453,50743,2374,3.0,898123,1627398,17.7,530.98,16.64,48.53,332,0
283,3,1,213,4,5,2,2,4,3,0,3,903686,1,41,0,76,82,2,2,64.5,1486563,2313,390.7,1.64,3174719,83,3201364,207448,3505,6.48,903686,1486563,4.36,282.28,8.49,32.38,431,0
284,0,0,63,4,7,2,2,2,1,2,1,474198,2,107,1,70,64,2,2,84.33,874089,1554,305.15,1.84,826839,97,3977108,188514,22056,4.74,474198,874089,2.52,119.23,4.21,36.07,288,1
285,4,0,64,7,2,4,0,3,0,2,2,52352,3,93,3,78,72,2,2,85.54,97133,2516,20.81,1.86,4866402,86,4462760,51768,4265,1.16,52352,97133,1.01,11.73,2.37,27.88,197,0
286,4,4,73,6,5,1,0,3,3,4,2,1091569,0,71,2,89,97,1,2,128.51,2494344,2385,457.68,2.29,2341486,60,4244619,190583,12959,4.49,1091569,2494344,5.73,257.17,16.97,38.56,259,1
287,0,5,71,2,0,5,2,2,3,0,4,926826,1,120,2,86,83,1,2,89.87,1759764,1164,796.24,1.9,4608979,91,4405330,425554,33235,9.66,926826,1759764,2.18,210.39,16.74,34.83,252,0
288,0,0,27,5,0,1,2,2,3,4,2,607250,1,45,1,75,83,2,2,65.36,1004148,3626,167.47,1.65,3087672,96,1715924,70696,2057,4.12,607250,1004148,8.59,353.89,6.01,23.2,218,0
289,1,3,138,4,7,2,2,2,1,3,3,1483092,0,43,3,86,92,1,2,84.43,2735266,4314,343.79,1.84,302444,91,2125960,207706,5358,9.77,1483092,2735266,7.14,697.61,9.95,63.26,411,0
290,0,4,207,3,1,5,2,0,2,0,1,393323,2,66,0,88,89,1,2,100.3,787825,159,2473.73,2.0,3149952,80,909029,46451,5416,5.11,393323,787825,8.47,432.68,13.68,24.09,461,1
291,0,0,100,0,4,5,2,1,0,2,3,633316,1,102,1,75,73,2,2,97.84,1252952,529,1197.19,1.98,604356,90,3225458,283517,48027,8.79,633316,1252952,2.23,196.35,5.38,24.74,154,1
292,4,4,38,5,7,0,0,3,2,1,1,1031135,0,110,1,96,89,1,0,125.81,2328405,2336,441.41,2.26,4293093,64,2492202,45108,8074,1.81,1031135,2328405,22.86,413.74,17.9,55.48,39,1
293,2,2,289,2,7,1,1,2,3,4,4,802954,1,22,3,93,96,1,0,115.76,1732453,714,1124.59,2.16,2966342,86,3976629,459300,43909,11.55,802954,1732453,1.75,201.92,2.64,64.92,238,1
294,5,3,192,5,5,5,2,0,1,1,4,285143,2,109,1,66,59,0,1,82.38,520043,2325,122.64,1.82,4005975,63,2523085,237926,32143,9.43,285143,520043,1.2,113.01,15.67,42.82,109,1
295,5,4,18,3,7,0,2,2,3,0,1,513902,1,28,3,93,93,1,0,135.55,1210496,549,936.07,2.36,2257465,97,980074,29402,5065,3.0,513902,1210496,17.48,524.35,14.05,36.96,409,1
296,4,1,221,6,6,3,0,3,1,1,0,1047628,0,108,2,99,99,1,0,142.81,2543745,4911,213.32,2.43,3119508,66,1474851,30234,1478,2.05,1047628,2543745,34.65,710.33,2.7,55.08,270,1
297,0,3,205,0,2,0,2,4,2,1,4,1195290,0,78,3,91,85,1,0,80.49,2157378,2698,443.03,1.8,863621,79,4826151,384644,12039,7.97,1195290,2157378,3.11,247.67,2.03,65.96,275,0
298,0,3,29,1,5,2,2,4,3,0,3,253170,2,97,3,87,87,1,2,117.94,551758,2331,108.61,2.18,4759376,94,444701,27171,4869,6.11,253170,551758,9.32,569.3,8.85,28.41,436,1
299,1,1,237,0,0,4,2,0,0,3,1,386503,2,41,0,60,63,0,1,62.8,629226,1432,269.9,1.63,150983,71,2960879,85569,5921,2.89,386503,629226,4.52,130.54,11.56,51.14,401,0
300,1,5,298,1,5,3,2,3,2,4,0,100622,2,82,1,65,66,0,1,90.48,191664,3405,29.55,1.9,1915415,88,572727,31442,4672,5.49,100622,191664,3.2,175.69,13.04,27.51,389,1
301,5,5,114,4,3,0,2,2,0,3,2,149131,2,99,2,63,57,0,1,71.9,256356,2261,65.96,1.72,1051980,97,335148,35592,1975,10.62,149131,256356,4.19,444.97,6.24,60.73,350,0
302,0,5,240,2,2,1,2,1,3,2,3,690362,1,30,3,79,78,2,2,107.13,1429946,3277,210.67,2.07,4208379,92,3376687,216783,35053,6.42,690362,1429946,3.18,204.45,8.3,43.13,248,1
303,0,3,125,2,7,2,2,3,0,2,2,801953,1,55,0,92,88,1,0,109.29,1678407,3337,240.32,2.09,1563595,94,1024384,76521,5387,7.47,801953,1678407,10.48,782.86,11.09,26.4,105,1
304,4,0,115,7,5,1,0,3,1,2,2,595234,1,75,1,92,91,1,0,113.66,1271776,913,651.95,2.14,2973289,61,3879429,355355,26793,9.16,595234,1271776,1.68,153.43,12.12,30.97,109,1
305,4,2,208,2,2,5,0,0,1,0,0,1104079,0,55,3,97,95,1,0,132.17,2563340,716,1542.01,2.32,1188489,67,3173101,340791,15710,10.74,1104079,2563340,3.24,347.95,10.04,30.19,140,1
306,3,4,51,4,5,0,2,3,1,0,4,371405,2,104,1,73,71,2,2,106.26,766059,4269,87.0,2.06,3070879,84,3656270,430708,23602,11.78,371405,766059,0.86,101.58,6.08,41.98,307,1
307,5,1,114,4,0,2,2,3,1,4,1,945750,1,63,3,86,90,1,2,127.7,2153472,2203,429.3,2.28,2800376,88,2662379,153619,17727,5.77,945750,2153472,6.16,355.23,17.32,63.7,58,1
308,5,3,184,7,4,2,2,2,0,0,2,412922,2,98,2,78,77,2,2,82.68,754325,2240,184.34,1.83,4172871,88,2706829,139943,13210,5.17,412922,754325,2.95,152.55,16.01,60.34,76,0
309,4,5,168,3,0,5,0,1,2,0,1,341966,2,56,0,71,77,2,2,77.71,607707,853,400.9,1.78,3744379,78,606980,40546,2611,6.68,341966,607707,8.43,563.39,11.71,36.1,70,0
310,3,2,168,5,0,4,2,3,2,0,4,1060559,0,34,2,89,86,1,2,123.37,2368970,2379,445.8,2.23,3391241,80,3960174,344931,35700,8.71,1060559,2368970,3.07,267.81,16.37,42.14,117,1
311,5,2,236,0,4,4,2,1,0,4,1,619877,1,118,2,81,88,2,2,101.46,1248804,631,982.37,2.01,1604738,82,1705226,164213,19262,9.63,619877,1248804,3.77,363.52,13.05,40.74,364,1
312,4,0,112,1,1,1,0,4,2,0,3,1106686,0,34,0,96,88,1,0,79.1,1982074,4185,264.44,1.79,3531880,66,2592508,232547,37114,8.97,1106686,1982074,4.76,426.88,4.06,60.58,422,1
313,4,0,209,0,1,0,0,4,2,0,1,630358,1,116,1,77,79,2,2,77.3,1117624,3692,170.74,1.77,1211385,80,1602301,161351,10826,10.07,630358,1117624,3.91,393.41,11.66,37.57,422,0
314,3,2,198,7,3,4,2,0,2,1,2,350149,2,93,2,89,84,1,2,87.49,656494,4741,73.86,1.87,3043959,67,3844479,139939,15253,3.64,350149,656494,2.5,91.08,2.87,46.42,402,1
315,5,4,25,4,6,0,2,2,0,3,3,1434542,0,55,0,85,79,1,2,110.15,3014690,3299,434.84,2.1,3321096,69,766047,21525,1747,2.81,1434542,3014690,66.65,1872.66,9.17,36.4,450,1
316,1,4,223,3,5,4,2,1,1,4,2,1195024,0,70,2,87,91,1,2,99.15,2379890,3134,381.31,1.99,1311409,96,1369016,74885,2950,5.47,1195024,2379890,15.96,872.91,11.36,53.8,469,1
317,0,5,155,3,5,5,2,1,1,3,3,1201311,0,94,3,96,99,1,0,133.2,2801457,1986,604.89,2.33,3900566,81,374577,8840,749,2.36,1201311,2801457,135.89,3207.11,11.76,59.4,204,1
318,2,4,83,1,2,0,1,1,3,4,4,328863,2,17,3,86,88,1,2,92.75,633883,4149,79.26,1.93,3717723,65,1414409,124609,14130,8.81,328863,633883,2.64,232.51,5.73,24.5,363,1
319,1,2,6,0,7,0,2,4,1,1,1,322127,2,34,2,87,83,1,2,86.17,599703,1741,185.02,1.86,3130480,64,1393768,124463,21457,8.93,322127,599703,2.59,231.12,11.08,44.58,426,1
320,4,0,258,4,3,1,0,2,1,4,3,706028,1,91,1,93,96,1,0,139.28,1689383,2333,302.63,2.39,4442417,70,4884815,232517,30552,4.76,706028,1689383,3.04,144.54,8.41,60.91,38,1
321,1,5,118,1,1,3,2,2,0,0,0,1213916,0,57,1,92,86,1,0,89.59,2301463,3818,317.95,1.9,4642954,70,1882663,35017,5945,1.86,1213916,2301463,34.67,644.79,16.93,24.88,63,1
322,3,0,265,1,6,5,2,3,3,3,2,1495794,0,107,3,87,89,1,2,118.26,3264719,4256,351.46,2.18,4853954,89,3517607,358092,28181,10.18,1495794,3264719,4.18,425.23,17.61,54.69,235,1
323,1,0,25,2,1,1,2,0,1,2,1,535850,1,89,2,76,70,2,2,98.57,1064037,809,662.36,1.99,2656438,72,4246159,120166,20247,2.83,535850,1064037,4.46,126.2,17.23,39.4,348,1
324,3,0,216,5,3,0,2,0,2,4,2,551871,1,113,1,83,90,2,2,96.47,1084260,3557,155.15,1.96,192553,68,4793170,460623,71903,9.61,551871,1084260,1.2,115.14,13.26,28.41,392,1
325,3,1,161,2,6,1,2,1,1,2,1,1466205,0,46,3,88,85,1,2,118.0,3196326,1584,925.63,2.18,505809,75,436089,8416,1036,1.93,1466205,3196326,174.22,3362.17,7.35,41.04,211,1
326,5,0,215,5,3,0,2,1,1,4,0,286216,2,33,1,87,95,1,2,129.19,655978,2484,115.22,2.29,1479853,78,3207764,200806,23253,6.26,286216,655978,1.43,89.23,8.53,67.73,289,1
327,2,5,107,2,7,1,1,0,1,1,0,1377238,0,31,2,97,91,1,0,90.39,2622123,3277,420.27,1.9,3988094,61,1891139,143726,20639,7.6,1377238,2622123,9.58,728.26,13.12,52.37,399,1
328,5,3,267,6,6,2,2,2,2,2,4,777315,1,15,3,88,80,1,2,129.81,1786347,4003,194.18,2.3,2038491,96,3519811,32382,1774,0.92,777315,1786347,24.0,220.84,16.28,43.99,450,1
329,2,3,203,1,4,5,1,0,3,4,4,1211895,0,86,1,87,87,1,2,105.04,2484869,1824,664.42,2.05,4057339,66,3149035,121867,13149,3.87,1211895,2484869,9.94,384.85,7.17,43.98,255,1
330,2,1,200,7,0,1,1,4,0,2,1,418178,2,34,2,60,54,0,1,66.01,694217,312,1340.31,1.66,2857666,61,1354508,87094,5913,6.43,418178,694217,4.8,308.73,11.44,67.21,76,0
331,3,5,180,0,0,1,2,2,1,1,2,1080188,0,22,0,88,84,1,2,109.43,2262237,3418,316.03,2.09,3969460,83,3633491,277235,10895,7.63,1080188,2262237,3.9,297.29,13.38,54.65,39,1
332,0,3,89,7,5,0,2,4,2,4,1,567412,1,120,1,83,84,2,2,101.28,1142086,4539,125.01,2.01,4902122,69,1550262,31470,1903,2.03,567412,1142086,18.03,366.01,16.87,54.67,95,1
333,5,4,69,5,2,4,2,4,1,2,1,253334,2,87,2,74,66,2,2,110.35,532888,3741,67.72,2.1,915999,69,3209963,328379,23216,10.23,253334,532888,0.77,78.92,2.3,58.67,279,1
334,2,4,196,7,2,5,1,4,0,1,4,1411214,0,80,0,88,86,1,2,77.22,2500953,2988,472.29,1.77,3649544,68,117902,3525,242,2.99,1411214,2500953,400.34,11969.38,5.88,53.44,215,0
335,1,2,119,3,5,2,2,4,2,2,1,981804,1,41,0,89,84,1,2,75.93,1727287,2859,343.41,1.76,1733161,79,1675651,114111,14823,6.81,981804,1727287,8.6,585.92,16.74,54.89,220,1
336,2,5,32,5,4,0,1,4,3,4,1,559106,1,19,1,86,78,1,2,117.36,1215272,1051,531.98,2.17,3477796,91,1457485,151869,4525,10.42,559106,1215272,3.68,383.61,2.31,24.99,275,1
337,4,3,50,4,1,0,0,4,1,1,4,1429989,0,43,3,85,80,1,2,98.32,2835954,4589,311.61,1.98,3742419,61,2069777,86930,1929,4.2,1429989,2835954,16.45,690.89,4.56,58.19,149,1
338,3,1,49,5,0,5,2,0,3,2,1,752739,1,93,0,93,99,1,0,133.57,1758172,3466,217.18,2.34,2276068,82,4566335,330602,47474,7.24,752739,1758172,2.28,164.85,2.02,36.83,36,1
339,4,4,280,1,1,4,0,0,3,2,2,774567,1,55,2,92,88,1,0,126.29,1752767,265,2922.89,2.26,3887928,64,1666591,77663,11268,4.66,774567,1752767,9.97,464.76,11.08,62.83,33,1
340,0,5,115,3,2,0,2,3,0,0,4,642353,1,116,2,76,78,2,2,63.04,1047292,4468,143.77,1.63,3368970,81,3118960,69864,7496,2.24,642353,1047292,9.19,205.95,3.87,31.24,469,1
341,3,4,50,7,5,1,2,4,2,0,2,1031845,0,45,2,85,93,1,2,72.61,1781067,673,1533.2,1.73,436097,85,2378361,179090,20434,7.53,1031845,1781067,5.76,433.85,15.74,36.72,128,1
342,5,0,224,1,5,5,2,4,0,2,2,733147,1,34,0,88,81,1,2,128.96,1678613,250,2932.59,2.29,2625767,67,3651019,108070,4106,2.96,733147,1678613,6.78,200.81,9.26,54.33,235,1
343,1,2,68,2,5,2,2,4,1,3,2,1021449,0,83,0,92,87,1,0,79.15,1829925,1903,536.76,1.79,3039020,62,3869458,387719,63275,10.02,1021449,1829925,2.63,263.98,8.19,42.36,61,1
344,0,1,256,6,4,5,2,2,0,3,2,138027,2,94,2,80,72,2,2,118.23,301216,3180,43.4,2.18,3104401,70,4963148,132019,14627,2.66,138027,301216,1.05,27.81,7.81,35.16,448,1
345,2,2,43,0,2,4,1,4,1,1,4,599163,1,22,0,82,84,2,2,98.71,1190596,856,699.96,1.99,2530263,88,2415796,258007,32534,10.68,599163,1190596,2.32,248.02,17.0,57.3,222,1
346,4,2,101,2,5,3,0,1,3,1,0,1285505,0,34,1,98,99,1,0,146.9,3173911,4302,298.82,2.47,806228,70,1692676,158265,4320,9.35,1285505,3173911,8.12,759.45,15.39,55.54,342,1
347,1,2,100,3,3,2,2,0,0,4,3,1460618,0,16,3,88,94,1,2,90.73,2785836,514,2841.67,1.91,1963972,64,589902,49787,3385,8.44,1460618,2785836,29.34,2476.04,7.08,40.82,332,0
348,2,3,123,6,2,3,1,4,2,0,1,1350144,0,51,2,87,85,1,2,96.95,2659108,2754,490.25,1.97,267808,84,2894822,99581,4789,3.44,1350144,2659108,13.56,466.4,9.68,46.75,143,1
349,5,3,75,2,6,1,2,2,0,1,3,1147247,0,36,3,94,96,1,0,105.83,2361378,708,1620.41,2.06,4164772,61,4379901,62632,11242,1.43,1147247,2361378,18.32,261.93,11.88,27.32,400,1
350,2,2,249,6,4,4,1,2,2,0,2,1268878,0,38,2,93,99,1,0,100.9,2549175,301,4215.54,2.01,847209,72,4065975,244365,37461,6.01,1268878,2549175,5.19,312.07,14.14,24.03,496,1
351,3,0,15,1,5,0,2,2,0,3,2,1429477,0,17,1,86,93,1,2,95.89,2800202,4646,307.68,1.96,1770783,98,757934,42823,4787,5.65,1429477,2800202,33.38,1886.02,8.92,57.37,197,1
352,5,1,219,5,4,5,2,0,2,2,0,1228424,0,20,3,90,91,1,0,127.14,2790242,4221,291.03,2.27,1074763,67,257710,6262,676,2.43,1228424,2790242,196.17,4766.69,11.56,32.17,64,1
353,0,5,246,0,6,4,2,2,3,0,0,1400477,0,30,1,100,96,1,0,134.37,3282297,1576,888.63,2.34,507939,77,1986341,227038,31626,11.43,1400477,3282297,6.17,705.05,9.19,51.1,248,1
354,2,0,149,6,6,5,1,2,0,3,3,925685,1,98,3,88,88,1,2,126.2,2093899,2842,325.72,2.26,4011887,90,1910661,196607,29333,10.29,925685,2093899,4.71,484.48,4.78,45.26,435,1
355,0,1,136,4,4,2,2,3,3,1,2,1350110,0,120,3,98,91,1,0,90.09,2566424,4685,288.18,1.9,4232052,62,2522452,224245,19733,8.89,1350110,2566424,6.02,535.24,17.44,20.48,490,0
356,3,1,114,6,5,0,2,0,1,0,1,988261,1,33,3,83,87,2,2,73.67,1716312,2045,483.26,1.74,291490,62,2378342,269941,23403,11.35,988261,1716312,3.66,415.53,15.62,28.82,358,0
357,1,4,240,1,5,5,2,1,0,0,4,251905,2,21,2,75,75,2,2,90.11,478896,631,399.22,1.9,3469403,69,2190334,90898,12980,4.15,251905,478896,2.77,115.01,9.51,33.55,459,1
358,1,2,196,6,2,4,2,2,1,1,1,1087257,0,52,1,90,87,1,0,92.62,2094274,2041,532.71,1.93,319075,74,914052,93324,14745,10.21,1087257,2094274,11.65,1189.49,6.41,58.69,390,1
359,1,0,295,3,6,5,2,1,3,1,0,1120470,0,33,2,97,94,1,0,142.09,2712545,4810,232.95,2.42,4331803,71,4573452,215409,23242,4.71,1120470,2712545,5.2,244.99,5.11,57.65,484,1
360,4,2,109,4,7,4,0,3,0,1,4,395922,2,114,0,68,60,0,1,71.51,679045,4820,82.14,1.72,4722445,100,2263145,257093,25477,11.36,395922,679045,1.54,174.94,4.27,48.91,267,1
361,0,5,191,7,5,1,2,4,3,3,2,488754,2,112,2,88,93,1,2,101.67,985670,4201,116.34,2.02,4273653,61,2756249,103634,14342,3.76,488754,985670,4.72,177.33,7.86,46.15,86,1
362,5,5,176,5,0,5,2,1,0,4,2,1005644,0,63,3,88,83,1,2,82.65,1836808,808,1244.61,1.83,2670506,68,1284032,52388,7800,4.08,1005644,1836808,19.2,783.19,7.26,66.04,167,1
363,0,4,195,5,0,4,2,3,0,0,0,79154,3,25,3,50,48,0,1,45.6,115248,2417,32.75,1.46,4305262,75,287402,26785,2153,9.32,79154,115248,2.96,275.41,6.88,25.07,171,0
364,2,1,205,1,2,2,1,1,0,0,1,933437,1,100,3,95,99,1,0,114.07,1998208,3364,277.48,2.14,4757312,79,3240756,195417,29664,6.03,933437,1998208,4.78,288.03,17.39,23.93,352,1
365,3,3,263,6,7,0,2,0,2,1,3,1254585,0,49,1,92,85,1,0,88.16,2360627,4444,282.31,1.88,769311,94,4279561,288870,5517,6.75,1254585,2360627,4.34,293.16,4.19,36.44,447,0
366,5,3,186,5,5,4,2,3,3,3,3,348254,2,64,0,62,64,0,1,55.9,542927,2690,129.46,1.56,1654824,63,2702457,129177,13589,4.78,348254,542927,2.7,128.87,14.72,44.1,284,1
367,5,4,103,2,1,4,2,3,2,2,2,982126,1,90,2,84,88,2,2,124.63,2206149,2496,393.48,2.25,1428645,77,2462137,187861,9637,7.63,982126,2206149,5.23,398.89,5.68,33.2,483,1
368,5,0,295,6,6,1,2,2,2,1,2,1456861,0,46,3,90,92,1,0,72.05,2506529,4385,332.24,1.72,4117135,60,4010460,297576,15979,7.42,1456861,2506529,4.9,363.27,15.58,41.26,429,0
369,4,2,28,7,7,0,0,4,1,3,1,464575,2,86,1,60,55,0,1,79.91,835816,4863,95.53,1.8,666038,75,1090291,17662,683,1.62,464575,835816,26.3,426.1,16.74,28.8,427,0
370,2,3,80,4,0,2,1,2,0,0,3,1315728,0,57,0,96,89,1,0,90.43,2505540,2265,580.9,1.9,2647669,94,848079,32990,2180,3.89,1315728,2505540,39.88,1551.42,7.8,21.98,285,0
371,5,1,45,5,4,4,2,2,0,4,1,537682,1,24,3,92,94,1,0,87.42,1007723,3118,172.44,1.87,2192657,93,2352193,238277,23541,10.13,537682,1007723,2.26,228.59,7.3,58.17,150,1
372,0,5,88,0,3,3,2,1,0,1,4,1032829,0,37,0,92,95,1,0,86.47,1925916,3449,299.46,1.86,4804015,86,560611,66600,10369,11.88,1032829,1925916,15.51,1842.33,15.08,21.02,395,1
373,3,5,218,4,2,1,2,3,1,2,0,247916,2,61,1,81,83,2,2,66.85,413647,2016,122.97,1.67,3645759,88,3201252,246176,39954,7.69,247916,413647,1.01,77.44,5.29,39.37,410,1
374,2,5,145,5,7,0,1,0,0,1,0,297256,2,60,1,90,82,1,0,76.72,525310,1645,180.7,1.77,2067593,67,3406296,407052,57272,11.95,297256,525310,0.73,87.27,17.08,59.58,350,1
375,5,0,122,3,5,1,2,0,2,3,1,686238,1,49,3,90,93,1,0,99.61,1369799,4382,156.6,2.0,4057791,60,790710,90931,9038,11.5,686238,1369799,7.55,867.88,2.78,31.34,238,1
376,0,3,91,2,5,2,2,3,1,3,3,516407,1,118,3,78,80,2,2,78.4,921270,3009,171.62,1.78,4362017,97,744678,9382,217,1.26,516407,921270,55.04,693.46,16.72,58.3,365,0
377,2,4,100,7,4,3,1,0,1,0,0,1051848,0,19,0,92,85,1,0,95.43,2055626,2459,427.75,1.95,2812540,78,4133705,113676,2057,2.75,1051848,2055626,9.25,254.46,6.31,34.65,93,1
378,3,2,112,2,4,3,2,4,1,0,4,498009,2,22,2,78,82,2,2,111.6,1053787,1982,251.27,2.12,1775805,62,4976031,192572,21664,3.87,498009,1053787,2.59,100.08,16.97,28.31,223,1
379,4,3,176,5,4,4,0,1,0,2,2,154026,2,116,1,73,74,2,2,65.51,254928,535,287.9,1.66,3716443,64,1082121,110159,16788,10.18,154026,254928,1.4,142.34,7.5,44.63,450,1
380,0,5,265,0,2,4,2,3,0,4,4,1168495,0,110,2,90,87,1,0,90.17,2222126,847,1379.57,1.9,4293069,98,1041642,11666,753,1.12,1168495,2222126,100.16,1121.78,5.67,43.69,182,0
381,1,1,121,2,5,0,2,4,0,4,0,1290230,0,29,3,87,84,1,2,76.18,2273127,4700,274.52,1.76,3032388,75,3869894,376540,39499,9.73,1290230,2273127,3.43,333.4,10.67,50.32,153,1
382,4,2,26,3,7,4,0,0,1,3,3,878027,1,107,1,77,78,2,2,86.02,1633305,3896,225.37,1.86,4873709,73,2628191,265184,42058,10.09,878027,1633305,3.31,334.08,13.01,24.49,310,1
